GEOID,NEGATIVE,POSITIVE,DEATHS,DATE
55025011102,156,10,0,2020/04/25 14:00:00+00
55025011200,135,9,0,2020/04/25 14:00:00+00
55025011301,102,7,0,2020/04/25 14:00:00+00
55025011302,47,9,0,2020/04/25 14:00:00+00
55025011401,146,9,0,2020/04/25 14:00:00+00
55025011402,168,12,0,2020/04/25 14:00:00+00
55025011503,99,0,0,2020/04/25 14:00:00+00
55025011504,62,0,0,2020/04/25 14:00:00+00
55025011505,70,0,0,2020/04/25 14:00:00+00
55025011506,119,0,0,2020/04/25 14:00:00+00
55025011600,93,5,0,2020/04/25 14:00:00+00
55025011700,41,0,0,2020/04/25 14:00:00+00
55025011800,62,0,0,2020/04/25 14:00:00+00
55025011900,80,0,0,2020/04/25 14:00:00+00
55025012001,129,0,0,2020/04/25 14:00:00+00
55025012002,53,0,0,2020/04/25 14:00:00+00
55025012100,27,0,0,2020/04/25 14:00:00+00
55025012201,29,0,0,2020/04/25 14:00:00+00
55025012202,93,6,0,2020/04/25 14:00:00+00
55025012300,48,9,0,2020/04/25 14:00:00+00
55025012400,61,0,0,2020/04/25 14:00:00+00
55025012501,79,0,0,2020/04/25 14:00:00+00
55025012502,76,0,0,2020/04/25 14:00:00+00
55025012600,62,0,0,2020/04/25 14:00:00+00
55025012700,54,0,0,2020/04/25 14:00:00+00
55025012800,102,10,0,2020/04/25 14:00:00+00
55025012900,47,0,0,2020/04/25 14:00:00+00
55025013000,59,0,0,2020/04/25 14:00:00+00
55025013100,66,0,0,2020/04/25 14:00:00+00
55025013200,163,10,0,2020/04/25 14:00:00+00
55025013301,62,8,0,2020/04/25 14:00:00+00
55025013302,86,0,0,2020/04/25 14:00:00+00
55025013700,91,0,0,2020/04/25 14:00:00+00
55025000100,50,0,0,2020/04/26 14:00:00+00
55025000201,46,0,0,2020/04/26 14:00:00+00
55025000202,40,0,0,2020/04/26 14:00:00+00
55025000204,87,0,0,2020/04/26 14:00:00+00
55025000205,71,6,0,2020/04/26 14:00:00+00
55025000300,104,0,0,2020/04/26 14:00:00+00
55025000401,49,0,0,2020/04/26 14:00:00+00
55025000402,33,0,0,2020/04/26 14:00:00+00
55025000405,101,0,0,2020/04/26 14:00:00+00
55025000406,53,0,0,2020/04/26 14:00:00+00
55025000407,97,5,0,2020/04/26 14:00:00+00
55025000408,63,6,0,2020/04/26 14:00:00+00
55025000501,89,0,0,2020/04/26 14:00:00+00
55025000503,121,7,0,2020/04/26 14:00:00+00
55025000504,116,0,0,2020/04/26 14:00:00+00
55025000600,80,9,0,2020/04/26 14:00:00+00
55025000700,77,0,0,2020/04/26 14:00:00+00
55025000800,46,8,0,2020/04/26 14:00:00+00
55025000901,30,0,0,2020/04/26 14:00:00+00
55025000902,80,0,0,2020/04/26 14:00:00+00
55025001000,40,0,0,2020/04/26 14:00:00+00
55025001101,20,0,0,2020/04/26 14:00:00+00
55025001102,0,0,0,2020/04/26 14:00:00+00
55025001200,101,0,0,2020/04/26 14:00:00+00
55025001300,42,0,0,2020/04/26 14:00:00+00
55025001401,93,5,0,2020/04/26 14:00:00+00
55025001402,93,6,0,2020/04/26 14:00:00+00
55025001403,133,0,0,2020/04/26 14:00:00+00
55025001501,30,0,0,2020/04/26 14:00:00+00
55025001502,99,6,0,2020/04/26 14:00:00+00
55025001603,16,7,0,2020/04/26 14:00:00+00
55025001604,19,0,0,2020/04/26 14:00:00+00
55025001605,31,0,0,2020/04/26 14:00:00+00
55025001606,19,0,0,2020/04/26 14:00:00+00
55025001704,161,19,0,2020/04/26 14:00:00+00
55025001705,66,0,0,2020/04/26 14:00:00+00
55025001802,37,0,0,2020/04/26 14:00:00+00
55025001804,67,0,0,2020/04/26 14:00:00+00
55025001900,135,5,0,2020/04/26 14:00:00+00
55025002000,99,0,0,2020/04/26 14:00:00+00
55025002100,97,7,0,2020/04/26 14:00:00+00
55025002200,79,0,0,2020/04/26 14:00:00+00
55025002301,50,0,0,2020/04/26 14:00:00+00
55025002302,201,0,0,2020/04/26 14:00:00+00
55025002401,35,0,0,2020/04/26 14:00:00+00
55025002402,73,0,0,2020/04/26 14:00:00+00
55025002500,40,0,0,2020/04/26 14:00:00+00
55025002601,25,0,0,2020/04/26 14:00:00+00
55025002602,84,5,0,2020/04/26 14:00:00+00
55025002603,103,0,0,2020/04/26 14:00:00+00
55025002700,61,0,0,2020/04/26 14:00:00+00
55025002800,36,0,0,2020/04/26 14:00:00+00
55025002900,55,0,0,2020/04/26 14:00:00+00
55025003001,53,7,0,2020/04/26 14:00:00+00
55025003002,61,0,0,2020/04/26 14:00:00+00
55025003100,101,6,0,2020/04/26 14:00:00+00
55025003200,26,0,0,2020/04/26 14:00:00+00
55025010100,58,0,0,2020/04/26 14:00:00+00
55025010200,23,0,0,2020/04/26 14:00:00+00
55025010300,58,0,0,2020/04/26 14:00:00+00
55025010400,51,0,0,2020/04/26 14:00:00+00
55025010501,51,0,0,2020/04/26 14:00:00+00
55025010502,125,0,0,2020/04/26 14:00:00+00
55025010600,57,0,0,2020/04/26 14:00:00+00
55025010701,81,0,0,2020/04/26 14:00:00+00
55025010702,107,0,0,2020/04/26 14:00:00+00
55025010800,187,7,0,2020/04/26 14:00:00+00
55025010901,137,5,0,2020/04/26 14:00:00+00
55025010903,54,0,0,2020/04/26 14:00:00+00
55025010904,124,9,0,2020/04/26 14:00:00+00
55025011000,71,0,0,2020/04/26 14:00:00+00
55025011101,82,0,0,2020/04/26 14:00:00+00
55025011102,157,10,0,2020/04/26 14:00:00+00
55025011200,138,9,0,2020/04/26 14:00:00+00
55025011301,105,7,0,2020/04/26 14:00:00+00
55025011302,50,9,0,2020/04/26 14:00:00+00
55025011401,153,9,0,2020/04/26 14:00:00+00
55025011402,174,12,0,2020/04/26 14:00:00+00
55025011503,101,0,0,2020/04/26 14:00:00+00
55025011504,65,0,0,2020/04/26 14:00:00+00
55025011505,72,0,0,2020/04/26 14:00:00+00
55025011506,120,0,0,2020/04/26 14:00:00+00
55025011600,98,5,0,2020/04/26 14:00:00+00
55025011700,43,0,0,2020/04/26 14:00:00+00
55025011800,63,0,0,2020/04/26 14:00:00+00
55025011900,82,0,0,2020/04/26 14:00:00+00
55025012001,131,0,0,2020/04/26 14:00:00+00
55025012002,53,0,0,2020/04/26 14:00:00+00
55025012100,28,0,0,2020/04/26 14:00:00+00
55025012201,30,0,0,2020/04/26 14:00:00+00
55025012202,99,6,0,2020/04/26 14:00:00+00
55025012300,53,9,0,2020/04/26 14:00:00+00
55025012400,61,0,0,2020/04/26 14:00:00+00
55025012501,83,0,0,2020/04/26 14:00:00+00
55025012502,77,0,0,2020/04/26 14:00:00+00
55025012600,64,0,0,2020/04/26 14:00:00+00
55025012700,55,0,0,2020/04/26 14:00:00+00
55025012800,105,11,0,2020/04/26 14:00:00+00
55025012900,49,0,0,2020/04/26 14:00:00+00
55025013000,60,0,0,2020/04/26 14:00:00+00
55025013100,68,0,0,2020/04/26 14:00:00+00
55025013200,168,10,0,2020/04/26 14:00:00+00
55025013301,63,8,0,2020/04/26 14:00:00+00
55025013302,91,0,0,2020/04/26 14:00:00+00
55025013700,94,5,0,2020/04/26 14:00:00+00
55025000100,52,0,0,2020/04/27 14:00:00+00
55025000201,47,0,0,2020/04/27 14:00:00+00
55025000202,41,0,0,2020/04/27 14:00:00+00
55025000204,87,0,0,2020/04/27 14:00:00+00
55025000205,74,6,0,2020/04/27 14:00:00+00
55025000300,108,0,0,2020/04/27 14:00:00+00
55025000401,49,0,0,2020/04/27 14:00:00+00
55025000402,33,0,0,2020/04/27 14:00:00+00
55025000405,102,0,0,2020/04/27 14:00:00+00
55025000406,54,0,0,2020/04/27 14:00:00+00
55025000407,99,5,0,2020/04/27 14:00:00+00
55025000408,63,6,0,2020/04/27 14:00:00+00
55025000501,92,0,0,2020/04/27 14:00:00+00
55025000503,123,7,0,2020/04/27 14:00:00+00
55025000504,123,0,0,2020/04/27 14:00:00+00
55025000600,84,9,0,2020/04/27 14:00:00+00
55025000700,80,0,0,2020/04/27 14:00:00+00
55025000800,49,8,0,2020/04/27 14:00:00+00
55025000901,34,0,0,2020/04/27 14:00:00+00
55025000902,83,0,0,2020/04/27 14:00:00+00
55025001000,41,0,0,2020/04/27 14:00:00+00
55025001101,20,0,0,2020/04/27 14:00:00+00
55025001102,0,0,0,2020/04/27 14:00:00+00
55025001200,102,0,0,2020/04/27 14:00:00+00
55025001300,49,0,0,2020/04/27 14:00:00+00
55025001401,96,6,0,2020/04/27 14:00:00+00
55025001402,94,6,0,2020/04/27 14:00:00+00
55025001403,136,0,0,2020/04/27 14:00:00+00
55025001501,31,0,0,2020/04/27 14:00:00+00
55025001502,103,6,0,2020/04/27 14:00:00+00
55025001603,16,7,0,2020/04/27 14:00:00+00
55025001604,19,0,0,2020/04/27 14:00:00+00
55025001605,31,0,0,2020/04/27 14:00:00+00
55025001606,20,0,0,2020/04/27 14:00:00+00
55025001704,197,23,0,2020/04/27 14:00:00+00
55025001705,67,0,0,2020/04/27 14:00:00+00
55025001802,39,0,0,2020/04/27 14:00:00+00
55025001804,68,0,0,2020/04/27 14:00:00+00
55025001900,141,5,0,2020/04/27 14:00:00+00
55025002000,102,0,0,2020/04/27 14:00:00+00
55025002100,103,7,0,2020/04/27 14:00:00+00
55025002200,82,0,0,2020/04/27 14:00:00+00
55025002301,52,0,0,2020/04/27 14:00:00+00
55025002302,210,0,0,2020/04/27 14:00:00+00
55025002401,41,0,0,2020/04/27 14:00:00+00
55025002402,73,0,0,2020/04/27 14:00:00+00
55025002500,40,0,0,2020/04/27 14:00:00+00
55025002601,26,0,0,2020/04/27 14:00:00+00
55025002602,89,5,0,2020/04/27 14:00:00+00
55025002603,107,0,0,2020/04/27 14:00:00+00
55025002700,64,0,0,2020/04/27 14:00:00+00
55025002800,37,0,0,2020/04/27 14:00:00+00
55025002900,56,0,0,2020/04/27 14:00:00+00
55025003001,56,8,0,2020/04/27 14:00:00+00
55025003002,63,0,0,2020/04/27 14:00:00+00
55025003100,103,6,0,2020/04/27 14:00:00+00
55025003200,27,0,0,2020/04/27 14:00:00+00
55025010100,62,0,0,2020/04/27 14:00:00+00
55025010200,24,0,0,2020/04/27 14:00:00+00
55025010300,59,0,0,2020/04/27 14:00:00+00
55025010400,52,0,0,2020/04/27 14:00:00+00
55025010501,52,0,0,2020/04/27 14:00:00+00
55025010502,126,0,0,2020/04/27 14:00:00+00
55025010600,60,0,0,2020/04/27 14:00:00+00
55025010701,81,0,0,2020/04/27 14:00:00+00
55025010702,114,0,0,2020/04/27 14:00:00+00
55025010800,192,7,0,2020/04/27 14:00:00+00
55025010901,139,5,0,2020/04/27 14:00:00+00
55025010903,56,0,0,2020/04/27 14:00:00+00
55025010904,130,9,0,2020/04/27 14:00:00+00
55025011000,76,0,0,2020/04/27 14:00:00+00
55025011101,84,0,0,2020/04/27 14:00:00+00
55025011102,160,10,0,2020/04/27 14:00:00+00
55025011200,138,9,0,2020/04/27 14:00:00+00
55025011301,106,7,0,2020/04/27 14:00:00+00
55025011302,53,9,0,2020/04/27 14:00:00+00
55025011401,157,9,0,2020/04/27 14:00:00+00
55025011402,181,12,0,2020/04/27 14:00:00+00
55025011503,102,0,0,2020/04/27 14:00:00+00
55025011504,67,0,0,2020/04/27 14:00:00+00
55025011505,72,0,0,2020/04/27 14:00:00+00
55025011506,123,0,0,2020/04/27 14:00:00+00
55025011600,99,5,0,2020/04/27 14:00:00+00
55025011700,44,0,0,2020/04/27 14:00:00+00
55025011800,64,0,0,2020/04/27 14:00:00+00
55025011900,89,0,0,2020/04/27 14:00:00+00
55025012001,132,0,0,2020/04/27 14:00:00+00
55025012002,53,0,0,2020/04/27 14:00:00+00
55025012100,31,0,0,2020/04/27 14:00:00+00
55025012201,32,0,0,2020/04/27 14:00:00+00
55025012202,103,6,0,2020/04/27 14:00:00+00
55025012300,55,9,0,2020/04/27 14:00:00+00
55025012400,61,0,0,2020/04/27 14:00:00+00
55025012501,84,0,0,2020/04/27 14:00:00+00
55025012502,81,0,0,2020/04/27 14:00:00+00
55025012600,65,0,0,2020/04/27 14:00:00+00
55025012700,57,0,0,2020/04/27 14:00:00+00
55025012800,108,11,0,2020/04/27 14:00:00+00
55025012900,53,0,0,2020/04/27 14:00:00+00
55025013000,61,0,0,2020/04/27 14:00:00+00
55025013100,72,0,0,2020/04/27 14:00:00+00
55025013200,175,10,0,2020/04/27 14:00:00+00
55025013301,64,8,0,2020/04/27 14:00:00+00
55025013302,93,0,0,2020/04/27 14:00:00+00
55025013700,95,5,0,2020/04/27 14:00:00+00
55025000100,53,0,0,2020/04/28 14:00:00+00
55025000201,47,0,0,2020/04/28 14:00:00+00
55025000202,47,0,0,2020/04/28 14:00:00+00
55025000204,90,0,0,2020/04/28 14:00:00+00
55025000205,74,6,0,2020/04/28 14:00:00+00
55025000300,112,5,0,2020/04/28 14:00:00+00
55025000401,52,0,0,2020/04/28 14:00:00+00
55025000402,34,0,0,2020/04/28 14:00:00+00
55025000405,103,0,0,2020/04/28 14:00:00+00
55025000406,55,0,0,2020/04/28 14:00:00+00
55025000407,104,5,0,2020/04/28 14:00:00+00
55025000408,65,6,0,2020/04/28 14:00:00+00
55025000501,94,0,0,2020/04/28 14:00:00+00
55025000503,126,7,0,2020/04/28 14:00:00+00
55025000504,128,0,0,2020/04/28 14:00:00+00
55025000600,88,9,0,2020/04/28 14:00:00+00
55025000700,83,0,0,2020/04/28 14:00:00+00
55025000800,50,8,0,2020/04/28 14:00:00+00
55025000901,35,0,0,2020/04/28 14:00:00+00
55025000902,85,0,0,2020/04/28 14:00:00+00
55025001000,43,0,0,2020/04/28 14:00:00+00
55025001101,20,0,0,2020/04/28 14:00:00+00
55025001102,0,0,0,2020/04/28 14:00:00+00
55025001200,102,0,0,2020/04/28 14:00:00+00
55025001300,53,0,0,2020/04/28 14:00:00+00
55025001401,101,6,0,2020/04/28 14:00:00+00
55025001402,99,6,0,2020/04/28 14:00:00+00
55025001403,140,5,0,2020/04/28 14:00:00+00
55025001501,31,0,0,2020/04/28 14:00:00+00
55025001502,106,6,0,2020/04/28 14:00:00+00
55025001603,18,7,0,2020/04/28 14:00:00+00
55025001604,19,0,0,2020/04/28 14:00:00+00
55025001605,32,0,0,2020/04/28 14:00:00+00
55025001606,20,0,0,2020/04/28 14:00:00+00
55025001704,464,25,0,2020/04/28 14:00:00+00
55025001705,69,0,0,2020/04/28 14:00:00+00
55025001802,42,0,0,2020/04/28 14:00:00+00
55025001804,69,0,0,2020/04/28 14:00:00+00
55025001900,144,5,0,2020/04/28 14:00:00+00
55025002000,106,0,0,2020/04/28 14:00:00+00
55025002100,107,7,0,2020/04/28 14:00:00+00
55025002200,84,0,0,2020/04/28 14:00:00+00
55025002301,53,0,0,2020/04/28 14:00:00+00
55025002302,210,0,0,2020/04/28 14:00:00+00
55025002401,43,0,0,2020/04/28 14:00:00+00
55025002402,78,0,0,2020/04/28 14:00:00+00
55025002500,41,0,0,2020/04/28 14:00:00+00
55025002601,29,0,0,2020/04/28 14:00:00+00
55025002602,94,5,0,2020/04/28 14:00:00+00
55025002603,109,0,0,2020/04/28 14:00:00+00
55025002700,68,0,0,2020/04/28 14:00:00+00
55025002800,39,0,0,2020/04/28 14:00:00+00
55025002900,59,0,0,2020/04/28 14:00:00+00
55025003001,61,8,0,2020/04/28 14:00:00+00
55025003002,65,0,0,2020/04/28 14:00:00+00
55025003100,110,6,0,2020/04/28 14:00:00+00
55025003200,28,0,0,2020/04/28 14:00:00+00
55025010100,62,0,0,2020/04/28 14:00:00+00
55025010200,26,0,0,2020/04/28 14:00:00+00
55025010300,59,0,0,2020/04/28 14:00:00+00
55025010400,56,0,0,2020/04/28 14:00:00+00
55025010501,52,0,0,2020/04/28 14:00:00+00
55025010502,129,0,0,2020/04/28 14:00:00+00
55025010600,61,0,0,2020/04/28 14:00:00+00
55025010701,83,0,0,2020/04/28 14:00:00+00
55025010702,114,0,0,2020/04/28 14:00:00+00
55025010800,196,7,0,2020/04/28 14:00:00+00
55025010901,143,5,0,2020/04/28 14:00:00+00
55025010903,58,0,0,2020/04/28 14:00:00+00
55025010904,135,9,0,2020/04/28 14:00:00+00
55025011000,78,0,0,2020/04/28 14:00:00+00
55025011101,87,0,0,2020/04/28 14:00:00+00
55025011102,166,10,0,2020/04/28 14:00:00+00
55025011200,138,9,0,2020/04/28 14:00:00+00
55025011301,108,7,0,2020/04/28 14:00:00+00
55025011302,56,9,0,2020/04/28 14:00:00+00
55025011401,161,9,0,2020/04/28 14:00:00+00
55025011402,190,12,0,2020/04/28 14:00:00+00
55025011503,105,0,0,2020/04/28 14:00:00+00
55025011504,67,0,0,2020/04/28 14:00:00+00
55025011505,72,0,0,2020/04/28 14:00:00+00
55025011506,126,0,0,2020/04/28 14:00:00+00
55025011600,105,5,0,2020/04/28 14:00:00+00
55025011700,45,0,0,2020/04/28 14:00:00+00
55025011800,67,0,0,2020/04/28 14:00:00+00
55025011900,92,0,0,2020/04/28 14:00:00+00
55025012001,136,0,0,2020/04/28 14:00:00+00
55025012002,55,0,0,2020/04/28 14:00:00+00
55025012100,31,0,0,2020/04/28 14:00:00+00
55025012201,32,0,0,2020/04/28 14:00:00+00
55025012202,105,6,0,2020/04/28 14:00:00+00
55025012300,56,10,0,2020/04/28 14:00:00+00
55025012400,65,0,0,2020/04/28 14:00:00+00
55025012501,85,0,0,2020/04/28 14:00:00+00
55025012502,84,0,0,2020/04/28 14:00:00+00
55025012600,68,0,0,2020/04/28 14:00:00+00
55025012700,61,0,0,2020/04/28 14:00:00+00
55025012800,110,11,0,2020/04/28 14:00:00+00
55025012900,54,0,0,2020/04/28 14:00:00+00
55025013000,63,0,0,2020/04/28 14:00:00+00
55025013100,73,0,0,2020/04/28 14:00:00+00
55025013200,180,10,0,2020/04/28 14:00:00+00
55025013301,65,8,0,2020/04/28 14:00:00+00
55025013302,94,0,0,2020/04/28 14:00:00+00
55025013700,98,5,0,2020/04/28 14:00:00+00
55025000100,57,0,0,2020/04/29 14:00:00+00
55025000201,47,0,0,2020/04/29 14:00:00+00
55025000202,48,0,0,2020/04/29 14:00:00+00
55025000204,93,0,0,2020/04/29 14:00:00+00
55025000205,76,6,0,2020/04/29 14:00:00+00
55025000300,117,5,0,2020/04/29 14:00:00+00
55025000401,53,0,0,2020/04/29 14:00:00+00
55025000402,35,0,0,2020/04/29 14:00:00+00
55025000405,107,0,0,2020/04/29 14:00:00+00
55025000406,56,0,0,2020/04/29 14:00:00+00
55025000407,113,5,0,2020/04/29 14:00:00+00
55025000408,68,6,0,2020/04/29 14:00:00+00
55025000501,99,0,0,2020/04/29 14:00:00+00
55025000503,130,7,0,2020/04/29 14:00:00+00
55025000504,135,0,0,2020/04/29 14:00:00+00
55025000600,90,9,0,2020/04/29 14:00:00+00
55025000700,85,0,0,2020/04/29 14:00:00+00
55025000800,52,8,0,2020/04/29 14:00:00+00
55025000901,37,0,0,2020/04/29 14:00:00+00
55025000902,85,0,0,2020/04/29 14:00:00+00
55025001000,46,0,0,2020/04/29 14:00:00+00
55025001101,20,0,0,2020/04/29 14:00:00+00
55025001102,0,0,0,2020/04/29 14:00:00+00
55025001200,107,0,0,2020/04/29 14:00:00+00
55025001300,57,0,0,2020/04/29 14:00:00+00
55025001401,104,7,0,2020/04/29 14:00:00+00
55025001402,102,6,0,2020/04/29 14:00:00+00
55025001403,146,5,0,2020/04/29 14:00:00+00
55025001501,35,0,0,2020/04/29 14:00:00+00
55025001502,108,6,0,2020/04/29 14:00:00+00
55025001603,18,7,0,2020/04/29 14:00:00+00
55025001604,20,0,0,2020/04/29 14:00:00+00
55025001605,33,0,0,2020/04/29 14:00:00+00
55025001606,20,0,0,2020/04/29 14:00:00+00
55025001704,758,27,0,2020/04/29 14:00:00+00
55025001705,72,0,0,2020/04/29 14:00:00+00
55025001802,45,0,0,2020/04/29 14:00:00+00
55025001804,74,0,0,2020/04/29 14:00:00+00
55025001900,149,5,0,2020/04/29 14:00:00+00
55025002000,110,0,0,2020/04/29 14:00:00+00
55025002100,111,7,0,2020/04/29 14:00:00+00
55025002200,88,0,0,2020/04/29 14:00:00+00
55025002301,55,0,0,2020/04/29 14:00:00+00
55025002302,210,0,0,2020/04/29 14:00:00+00
55025002401,44,0,0,2020/04/29 14:00:00+00
55025002402,83,0,0,2020/04/29 14:00:00+00
55025002500,42,0,0,2020/04/29 14:00:00+00
55025002601,31,0,0,2020/04/29 14:00:00+00
55025002602,100,6,0,2020/04/29 14:00:00+00
55025002603,111,0,0,2020/04/29 14:00:00+00
55025002700,70,0,0,2020/04/29 14:00:00+00
55025002800,41,0,0,2020/04/29 14:00:00+00
55025002900,60,0,0,2020/04/29 14:00:00+00
55025003001,66,8,0,2020/04/29 14:00:00+00
55025003002,64,0,0,2020/04/29 14:00:00+00
55025003100,113,6,0,2020/04/29 14:00:00+00
55025003200,28,0,0,2020/04/29 14:00:00+00
55025010100,66,0,0,2020/04/29 14:00:00+00
55025010200,26,0,0,2020/04/29 14:00:00+00
55025010300,62,0,0,2020/04/29 14:00:00+00
55025010400,61,0,0,2020/04/29 14:00:00+00
55025010501,55,0,0,2020/04/29 14:00:00+00
55025010502,134,0,0,2020/04/29 14:00:00+00
55025010600,63,0,0,2020/04/29 14:00:00+00
55025010701,92,0,0,2020/04/29 14:00:00+00
55025010702,121,0,0,2020/04/29 14:00:00+00
55025010800,207,7,0,2020/04/29 14:00:00+00
55025010901,147,5,0,2020/04/29 14:00:00+00
55025010903,60,0,0,2020/04/29 14:00:00+00
55025010904,142,9,0,2020/04/29 14:00:00+00
55025011000,80,0,0,2020/04/29 14:00:00+00
55025011101,92,0,0,2020/04/29 14:00:00+00
55025011102,175,11,0,2020/04/29 14:00:00+00
55025011200,143,9,0,2020/04/29 14:00:00+00
55025011301,117,7,0,2020/04/29 14:00:00+00
55025011302,59,9,0,2020/04/29 14:00:00+00
55025011401,168,8,0,2020/04/29 14:00:00+00
55025011402,200,11,0,2020/04/29 14:00:00+00
55025011503,110,0,0,2020/04/29 14:00:00+00
55025011504,72,0,0,2020/04/29 14:00:00+00
55025011505,77,0,0,2020/04/29 14:00:00+00
55025011506,131,0,0,2020/04/29 14:00:00+00
55025011600,107,5,0,2020/04/29 14:00:00+00
55025011700,47,0,0,2020/04/29 14:00:00+00
55025011800,69,0,0,2020/04/29 14:00:00+00
55025011900,97,0,0,2020/04/29 14:00:00+00
55025012001,140,0,0,2020/04/29 14:00:00+00
55025012002,61,0,0,2020/04/29 14:00:00+00
55025012100,32,0,0,2020/04/29 14:00:00+00
55025012201,33,0,0,2020/04/29 14:00:00+00
55025012202,108,6,0,2020/04/29 14:00:00+00
55025012300,59,10,0,2020/04/29 14:00:00+00
55025012400,70,0,0,2020/04/29 14:00:00+00
55025012501,88,0,0,2020/04/29 14:00:00+00
55025012502,88,0,0,2020/04/29 14:00:00+00
55025012600,68,0,0,2020/04/29 14:00:00+00
55025012700,65,0,0,2020/04/29 14:00:00+00
55025012800,112,11,0,2020/04/29 14:00:00+00
55025012900,57,0,0,2020/04/29 14:00:00+00
55025013000,65,0,0,2020/04/29 14:00:00+00
55025013100,77,0,0,2020/04/29 14:00:00+00
55025013200,191,11,0,2020/04/29 14:00:00+00
55025013301,70,8,0,2020/04/29 14:00:00+00
55025013302,97,0,0,2020/04/29 14:00:00+00
55025013700,105,5,0,2020/04/29 14:00:00+00
55025000100,60,0,0,2020/04/30 14:00:00+00
55025000201,47,0,0,2020/04/30 14:00:00+00
55025000202,48,0,0,2020/04/30 14:00:00+00
55025000204,98,0,0,2020/04/30 14:00:00+00
55025000205,76,6,0,2020/04/30 14:00:00+00
55025000300,121,5,0,2020/04/30 14:00:00+00
55025000401,54,0,0,2020/04/30 14:00:00+00
55025000402,37,0,0,2020/04/30 14:00:00+00
55025000405,112,0,0,2020/04/30 14:00:00+00
55025000406,58,0,0,2020/04/30 14:00:00+00
55025000407,117,5,0,2020/04/30 14:00:00+00
55025000408,71,6,0,2020/04/30 14:00:00+00
55025000501,104,0,0,2020/04/30 14:00:00+00
55025000503,131,7,0,2020/04/30 14:00:00+00
55025000504,141,0,0,2020/04/30 14:00:00+00
55025000600,94,9,0,2020/04/30 14:00:00+00
55025000700,86,0,0,2020/04/30 14:00:00+00
55025000800,52,8,0,2020/04/30 14:00:00+00
55025000901,38,0,0,2020/04/30 14:00:00+00
55025000902,87,0,0,2020/04/30 14:00:00+00
55025001000,48,0,0,2020/04/30 14:00:00+00
55025001101,20,0,0,2020/04/30 14:00:00+00
55025001102,0,0,0,2020/04/30 14:00:00+00
55025001200,111,0,0,2020/04/30 14:00:00+00
55025001300,58,0,0,2020/04/30 14:00:00+00
55025001401,106,7,0,2020/04/30 14:00:00+00
55025001402,104,6,0,2020/04/30 14:00:00+00
55025001403,151,5,0,2020/04/30 14:00:00+00
55025001501,36,0,0,2020/04/30 14:00:00+00
55025001502,108,6,0,2020/04/30 14:00:00+00
55025001603,18,7,0,2020/04/30 14:00:00+00
55025001604,22,0,0,2020/04/30 14:00:00+00
55025001605,33,0,0,2020/04/30 14:00:00+00
55025001606,21,0,0,2020/04/30 14:00:00+00
55025001704,761,27,0,2020/04/30 14:00:00+00
55025001705,74,0,0,2020/04/30 14:00:00+00
55025001802,46,0,0,2020/04/30 14:00:00+00
55025001804,79,0,0,2020/04/30 14:00:00+00
55025001900,155,5,0,2020/04/30 14:00:00+00
55025002000,113,0,0,2020/04/30 14:00:00+00
55025002100,112,7,0,2020/04/30 14:00:00+00
55025002200,89,0,0,2020/04/30 14:00:00+00
55025002301,57,0,0,2020/04/30 14:00:00+00
55025002302,211,0,0,2020/04/30 14:00:00+00
55025002401,47,0,0,2020/04/30 14:00:00+00
55025002402,84,0,0,2020/04/30 14:00:00+00
55025002500,45,0,0,2020/04/30 14:00:00+00
55025002601,33,0,0,2020/04/30 14:00:00+00
55025002602,105,6,0,2020/04/30 14:00:00+00
55025002603,114,0,0,2020/04/30 14:00:00+00
55025002700,72,0,0,2020/04/30 14:00:00+00
55025002800,42,0,0,2020/04/30 14:00:00+00
55025002900,60,0,0,2020/04/30 14:00:00+00
55025003001,70,8,0,2020/04/30 14:00:00+00
55025003002,66,0,0,2020/04/30 14:00:00+00
55025003100,117,6,0,2020/04/30 14:00:00+00
55025003200,30,0,0,2020/04/30 14:00:00+00
55025010100,66,0,0,2020/04/30 14:00:00+00
55025010200,27,0,0,2020/04/30 14:00:00+00
55025010300,65,0,0,2020/04/30 14:00:00+00
55025010400,61,0,0,2020/04/30 14:00:00+00
55025010501,58,0,0,2020/04/30 14:00:00+00
55025010502,138,0,0,2020/04/30 14:00:00+00
55025010600,64,0,0,2020/04/30 14:00:00+00
55025010701,94,0,0,2020/04/30 14:00:00+00
55025010702,127,5,0,2020/04/30 14:00:00+00
55025010800,214,7,0,2020/04/30 14:00:00+00
55025010901,149,5,0,2020/04/30 14:00:00+00
55025010903,62,0,0,2020/04/30 14:00:00+00
55025010904,146,9,0,2020/04/30 14:00:00+00
55025011000,82,0,0,2020/04/30 14:00:00+00
55025011101,93,0,0,2020/04/30 14:00:00+00
55025011102,177,11,0,2020/04/30 14:00:00+00
55025011200,146,9,0,2020/04/30 14:00:00+00
55025011301,118,7,0,2020/04/30 14:00:00+00
55025011302,59,9,0,2020/04/30 14:00:00+00
55025011401,171,8,0,2020/04/30 14:00:00+00
55025011402,203,11,0,2020/04/30 14:00:00+00
55025011503,114,0,0,2020/04/30 14:00:00+00
55025011504,74,0,0,2020/04/30 14:00:00+00
55025011505,78,0,0,2020/04/30 14:00:00+00
55025011506,135,0,0,2020/04/30 14:00:00+00
55025011600,109,5,0,2020/04/30 14:00:00+00
55025011700,48,0,0,2020/04/30 14:00:00+00
